order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDJ07425,2018-11-02,18:08:27,Dinner,TP,"[('Pasta', 8), ('Salmon', 9), ('Fish&Chips', 4), ('Shrimp', 9)]",1215.0,-37.8096417,144.971036,0,9.021,12.6558328
ORDA08379,2018-12-31,20:00:00,Dinner,BK,"[('Pasta', 1), ('Salmon', 8), ('Shrimp', 5), ('Fish&Chips', 7)]",870.5,-37.8043044,145.0075602,0,5.298,12.4883285
ORDX00237,2018-08-23,15:46:28,Lunch,BK,"[('Steak', 4), ('Fries', 9), ('Salad', 10), ('Burger', 5)]",615.0,-37.823148,144.9880714,0,6.348,11.9996631
ORDJ00873,2018-03-06,10:01:41,Breakfast,TP,"[('Coffee', 6), ('Eggs', 5)]",155.0,-37.8131274,144.9515121,0,9.069,11.2023358
ORDI10351,2018-11-09,18:18:35,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 3), ('Pasta', 3)]",485.5,-37.8129148,144.9857283,0,8.553,14.5623261
ORDK05540,2018-06-21,13:34:38,Lunch,BK,"[('Burger', 5), ('Steak', 8), ('Chicken', 4), ('Salad', 10), ('Fries', 2)]",839.0,-37.8216303,144.9535812,0,8.739,15.1043207
ORDI06469,2018-05-09,12:13:31,Lunch,NS,"[('Salad', 8), ('Steak', 3)]",272.6,-37.7994993,144.9896132,0,8.031,13.4743855
ORDY03027,2018-12-14,19:29:34,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 8)]",307.5,-37.8191693,145.0153609,0,12.706,16.5756093
ORDC10962,2018-07-15,14:25:21,Lunch,NS,"[('Fries', 4), ('Chicken', 4), ('Steak', 8), ('Burger', 6), ('Salad', 6)]",825.2,-37.7988358,144.9358923,0,7.272,13.8395626
ORDZ00606,2018-07-05,14:05:04,Lunch,NS,"[('Burger', 3), ('Steak', 7), ('Fries', 7)]",492.0,-37.812075,144.9885087,0,8.671,13.5551874
ORDY10205,2018-10-18,17:38:01,Dinner,TP,"[('Salmon', 10), ('Pasta', 4)]",520.0,-37.8232651,144.9701974,0,7.99,12.4722311
ORDJ08910,2018-02-27,09:51:32,Breakfast,TP,"[('Coffee', 1), ('Cereal', 8), ('Eggs', 3)]",241.5,-37.8107586,144.9776785,0,9.193,11.8006606
ORDA02769,2018-05-02,11:53:14,Breakfast,BK,"[('Cereal', 8), ('Coffee', 10), ('Pancake', 4)]",340.0,-37.8077991,144.9540209,0,8.397,12.9905575
ORDB01694,2018-05-07,12:03:22,Lunch,TP,"[('Chicken', 1), ('Burger', 1), ('Salad', 1), ('Steak', 8)]",440.2,-37.8137204,144.9610399,0,8.276,11.7647371
ORDA06341,2018-03-15,10:21:58,Breakfast,BK,"[('Pancake', 6), ('Coffee', 10), ('Eggs', 3), ('Cereal', 9)]",475.5,-37.8010658,145.0049799,0,4.81,10.1218705
ORDZ04746,2018-10-20,17:38:01,Dinner,NS,"[('Shrimp', 4), ('Salmon', 10), ('Pasta', 5)]",763.5,-37.8251703,144.9574889,0,9.674,17.2842517
ORDC04661,2018-06-21,13:34:38,Lunch,NS,"[('Chicken', 10), ('Salad', 6), ('Steak', 6), ('Fries', 7), ('Burger', 4)]",901.2,-37.816518,144.9459031,0,9.291,14.7798162
ORDY03656,2018-03-11,10:11:49,Breakfast,TP,"[('Coffee', 2), ('Cereal', 8), ('Eggs', 6)]",315.0,-37.805771,144.962944,0,9.101,13.266497
ORDB01076,2018-01-22,08:40:33,Breakfast,TP,"[('Cereal', 8), ('Pancake', 2), ('Eggs', 2), ('Coffee', 3)]",283.0,-37.8052372,144.9285858,0,11.315,13.3896705
ORDC08677,2018-09-05,16:06:45,Dinner,NS,"[('Pasta', 9), ('Shrimp', 7), ('Salmon', 3), ('Fish&Chips', 1)]",783.5,-37.8160858,144.9287497,0,10.584,16.2612983
ORDZ10154,2018-04-27,11:53:14,Breakfast,NS,"[('Eggs', 2), ('Pancake', 8), ('Cereal', 4)]",322.0,-37.8101638,144.9668186,0,7.334,12.6609516
ORDB09511,2018-09-11,16:16:54,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 3), ('Shrimp', 5)]",708.0,-37.8087718,144.9661834,0,8.864,13.1143145
ORDK02542,2018-03-10,10:11:49,Breakfast,BK,"[('Cereal', 9), ('Eggs', 1), ('Coffee', 7), ('Pancake', 6)]",409.0,-37.8024459,144.9637374,0,7.755,14.9443552
ORDB05396,2018-01-10,08:10:08,Breakfast,TP,"[('Coffee', 10), ('Cereal', 1), ('Pancake', 2)]",144.5,-37.80646,144.9570606,1,9.317,5.8116003
ORDI08811,2018-04-17,11:32:57,Breakfast,NS,"[('Pancake', 5), ('Cereal', 3), ('Coffee', 7), ('Eggs', 9)]",434.75,-37.8044144,144.9421387,0,9.112,14.1286758
ORDC08748,2018-05-08,12:13:31,Lunch,NS,"[('Burger', 10), ('Steak', 5)]",535.0,-37.8146066,144.9477357,0,9.188,14.8908463
ORDX02893,2018-02-28,09:51:32,Breakfast,BK,"[('Eggs', 8), ('Cereal', 2)]",218.0,-37.8084919,144.9487961,0,8.883,14.1272684
ORDC06848,2018-07-25,14:45:38,Lunch,NS,"[('Chicken', 9), ('Salad', 5), ('Steak', 6)]",644.0,-37.7997929,144.9636693,0,6.781,12.2362715
ORDY03476,2018-04-12,11:22:49,Breakfast,TP,"[('Coffee', 10), ('Eggs', 5), ('Pancake', 9)]",403.25,-37.8099666,144.9645969,0,8.617,11.6400189
ORDK04531,2018-06-30,13:54:55,Lunch,BK,"[('Burger', 3), ('Steak', 5), ('Chicken', 8), ('Fries', 1)]",586.0,-37.8149413,144.9680312,0,7.389,15.3479786
ORDC09380,2018-04-15,11:22:49,Breakfast,NS,"[('Cereal', 4), ('Coffee', 8)]",144.0,-37.8166433,144.9838018,0,8.714,15.5916834
ORDY06981,2018-05-18,12:33:48,Lunch,TP,"[('Chicken', 1), ('Steak', 6), ('Fries', 1), ('Salad', 10), ('Burger', 6)]",672.0,-37.8149433,144.9450349,0,9.565,12.8069196
ORDI07252,2018-08-04,15:05:54,Lunch,NS,"[('Chicken', 8), ('Fries', 5), ('Salad', 9)]",470.8,-37.8033922,144.9499865,0,8.355,15.8496856
ORDK09409,2018-01-16,08:30:25,Breakfast,BK,"[('Eggs', 2), ('Cereal', 9), ('Pancake', 8), ('Coffee', 1)]",434.5,-37.8051508,144.9280879,1,10.738,8.0322903
ORDY07786,2018-06-04,13:04:13,Lunch,TP,"[('Steak', 6), ('Burger', 2), ('Fries', 8), ('Salad', 1)]",445.2,-37.8212572,144.9729969,0,8.017,11.541848
ORDK04937,2018-02-24,09:41:24,Breakfast,BK,"[('Eggs', 4), ('Coffee', 4), ('Pancake', 9), ('Cereal', 3)]",399.25,-37.8240586,144.9426349,0,12.116,20.2479683
ORDJ07791,2018-04-01,10:52:23,Breakfast,TP,"[('Coffee', 10), ('Pancake', 7), ('Eggs', 5), ('Cereal', 6)]",480.75,-37.8179891,144.9620086,0,7.862,12.4583984
ORDC08085,2018-06-21,13:34:38,Lunch,NS,"[('Salad', 9), ('Fries', 2)]",178.8,-37.8186433,144.9798535,0,8.648,13.8897602
ORDC02858,2018-07-07,14:05:04,Lunch,NS,"[('Chicken', 2), ('Fries', 2), ('Burger', 5), ('Salad', 9)]",397.8,-37.8143653,144.9882986,0,8.893,16.5136412
ORDB05256,2018-01-01,08:00:00,Breakfast,TP,"[('Cereal', 1), ('Coffee', 9), ('Eggs', 2)]",132.5,-37.8025734,144.9722269,1,9.918,6.4173077
ORDZ06677,2018-09-08,16:16:54,Dinner,NS,"[('Salmon', 6), ('Shrimp', 6), ('Fish&Chips', 5)]",745.0,-37.8096335,144.9382814,0,10.246,18.0083673
ORDX05318,2018-09-03,16:06:45,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 1), ('Pasta', 9), ('Shrimp', 2)]",466.5,-37.8191354,145.0101101,0,4.268,11.3406668
ORDI01428,2018-10-21,17:38:01,Dinner,NS,"[('Salmon', 3), ('Shrimp', 8)]",555.0,-37.8077721,144.9941233,0,8.681,17.1692667
ORDB07529,2018-10-17,17:38:01,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 8), ('Salmon', 3), ('Shrimp', 7)]",808.5,-37.8019407,144.952397,0,9.953,14.408621
ORDX00656,2018-11-04,18:08:27,Dinner,BK,"[('Salmon', 3), ('Fish&Chips', 6), ('Pasta', 8)]",553.0,-37.811325,144.9527981,0,8.459,17.8258402
ORDI04081,2018-04-01,10:52:23,Breakfast,NS,"[('Coffee', 7), ('Cereal', 6)]",178.5,-37.8160628,144.9529516,0,8.832,15.3494461
ORDX04780,2018-11-09,18:18:35,Dinner,BK,"[('Fish&Chips', 5), ('Salmon', 7), ('Pasta', 5), ('Shrimp', 5)]",869.5,-37.8192599,145.0065211,0,4.324,10.6968566
ORDB05176,2018-07-09,14:15:12,Lunch,TP,"[('Salad', 8), ('Fries', 10), ('Burger', 8), ('Steak', 10)]",955.6,-37.8066082,144.942918,0,10.207,13.2916082
ORDI03074,2018-03-06,10:01:41,Breakfast,NS,"[('Pancake', 1), ('Cereal', 8)]",192.25,-37.8125749,144.9511367,0,8.644,21.018365099999997
ORDA11103,2018-08-15,15:26:11,Lunch,BK,"[('Fries', 6), ('Burger', 4), ('Steak', 3)]",331.0,-37.8084043,144.9758436,0,6.295,11.9447769
ORDA04078,2018-04-10,11:12:40,Breakfast,BK,"[('Coffee', 5), ('Pancake', 7), ('Cereal', 9), ('Eggs', 7)]",550.25,-37.8136295,145.0128635,0,3.74,7.8262038
ORDZ01899,2018-06-13,13:24:30,Lunch,NS,"[('Burger', 6), ('Fries', 9)]",294.0,-37.8243488,144.9554988,0,10.295,16.2627489
ORDJ06680,2018-11-28,18:59:09,Dinner,TP,"[('Salmon', 9), ('Pasta', 8), ('Shrimp', 1), ('Fish&Chips', 5)]",818.0,-37.8200257,144.9669756,0,7.441,11.8280574
ORDC08479,2018-07-21,14:35:29,Lunch,NS,"[('Burger', 2), ('Fries', 1)]",74.0,-37.8122606,144.9735438,0,7.547,15.2418335
ORDY05314,2018-01-16,08:30:25,Breakfast,TP,"[('Eggs', 3), ('Pancake', 3)]",138.75,-37.8140628,144.9642958,1,8.064,5.223981
ORDB03003,2018-06-20,13:34:38,Lunch,TP,"[('Chicken', 6), ('Fries', 3), ('Burger', 1)]",259.0,-37.8179918,144.9503443,0,8.861,12.6645216
ORDY00922,2018-12-07,19:19:26,Dinner,TP,"[('Shrimp', 8), ('Salmon', 8), ('Fish&Chips', 7)]",1005.0,-37.8055185,144.95227,0,9.512,13.3831807
ORDJ10891,2018-11-28,18:59:09,Dinner,TP,"[('Salmon', 7), ('Pasta', 3), ('Fish&Chips', 5)]",544.5,-37.8098557,144.9726327,0,9.137,13.4358679
ORDB07991,2018-02-05,09:00:50,Breakfast,TP,"[('Eggs', 3), ('Cereal', 6)]",192.0,-37.8176618,144.9957836,0,10.261,12.7296545
ORDK08255,2018-03-11,10:11:49,Breakfast,BK,"[('Coffee', 3), ('Cereal', 1), ('Pancake', 9)]",261.75,-37.8046228,144.9633154,0,7.568,14.8200356
ORDB04901,2018-11-28,18:59:09,Dinner,TP,"[('Shrimp', 10), ('Fish&Chips', 10), ('Pasta', 3), ('Salmon', 6)]",1218.5,-37.8044414,144.9487056,0,9.908,14.0658482
ORDZ04120,2018-12-26,20:00:00,Dinner,NS,"[('Shrimp', 8), ('Pasta', 6), ('Fish&Chips', 4)]",737.0,-37.8117176,144.9563909,0,8.109,13.8559295
ORDC06790,2018-06-15,13:24:30,Lunch,NS,"[('Steak', 4), ('Fries', 7), ('Burger', 3), ('Salad', 5), ('Chicken', 2)]",507.0,-37.8134953,144.9656479,0,7.843,13.3995398
ORDX04699,2018-07-06,14:05:04,Lunch,BK,"[('Fries', 3), ('Chicken', 7), ('Steak', 2), ('Burger', 2)]",412.0,-37.7990245,144.9701504,0,7.674,13.3258366
ORDZ04287,2018-08-09,15:16:03,Lunch,NS,"[('Burger', 4), ('Steak', 3), ('Salad', 9)]",413.8,-37.7989032,144.9626467,0,6.926,12.4356787
ORDJ05901,2018-09-01,16:06:45,Dinner,TP,"[('Fish&Chips', 8), ('Salmon', 9), ('Shrimp', 5), ('Pasta', 4)]",1029.0,-37.8170357,144.9536234,0,8.571,14.0746745
ORDX09343,2018-03-05,10:01:41,Breakfast,BK,"[('Coffee', 1), ('Eggs', 5), ('Cereal', 7), ('Pancake', 4)]",361.5,-37.7954792,144.936073,0,10.447,15.6501695
ORDI01003,2018-03-18,10:32:06,Breakfast,NS,"[('Pancake', 10), ('Eggs', 7), ('Coffee', 4), ('Cereal', 10)]",636.5,-37.8224777,145.015647,0,11.765,19.634236
ORDJ03991,2018-08-22,15:46:28,Lunch,TP,"[('Steak', 3), ('Burger', 6), ('Chicken', 5)]",481.0,-37.8113983,144.9494621,0,9.398,12.4510229
ORDI05590,2018-12-22,19:49:51,Dinner,NS,"[('Fish&Chips', 10), ('Pasta', 4)]",460.0,-37.807011,144.9666602,0,7.008,14.9279806
ORDZ06790,2018-04-22,11:32:57,Breakfast,NS,"[('Coffee', 2), ('Cereal', 8), ('Eggs', 5)]",293.0,-37.8190736,144.9520816,0,9.346,16.6720282
ORDX11092,2018-11-17,18:38:52,Dinner,BK,"[('Fish&Chips', 10), ('Pasta', 8), ('Shrimp', 9)]",1056.0,-37.8056135,145.0041517,0,5.055,14.1143658
ORDB00050,2018-12-27,20:00:00,Dinner,TP,"[('Pasta', 4), ('Shrimp', 3)]",272.0,-37.8179807,144.9319734,0,10.749,15.2365175
ORDX09909,2018-01-27,08:50:42,Breakfast,BK,"[('Pancake', 9), ('Coffee', 6), ('Eggs', 5)]",373.25,-37.8051371,144.925914,0,10.971,18.2270682
ORDK00302,2018-10-05,17:07:36,Dinner,BK,"[('Shrimp', 6), ('Pasta', 1)]",351.5,-37.8123367,144.9545306,0,8.266,15.2850659
ORDC01261,2018-10-18,17:38:01,Dinner,NS,"[('Fish&Chips', 2), ('Pasta', 5)]",207.5,-37.8237721,144.9825385,0,9.238,14.9144289
ORDJ05377,2018-08-14,15:26:11,Lunch,TP,"[('Burger', 7), ('Chicken', 1), ('Steak', 3), ('Fries', 7), ('Salad', 10)]",640.0,-37.8032633,144.9509739,0,9.893,6.40185725
ORDX06027,2018-04-08,11:12:40,Breakfast,BK,"[('Cereal', 2), ('Pancake', 3), ('Coffee', 8)]",174.75,-37.8110699,144.9904037,0,5.085,12.1997131
ORDZ00696,2018-02-05,09:00:50,Breakfast,NS,"[('Eggs', 1), ('Cereal', 6)]",148.0,-37.8069271,144.975644,0,7.208,12.7905797
ORDZ08916,2018-03-03,10:01:41,Breakfast,NS,"[('Pancake', 4), ('Cereal', 7)]",244.0,-37.8247011,144.9906553,0,9.76,17.0921394
ORDK08066,2018-02-16,09:31:16,Breakfast,BK,"[('Eggs', 6), ('Cereal', 1), ('Pancake', 2)]",201.5,-37.7997331,144.9460289,0,9.254,13.650791
ORDI09165,2018-12-15,19:29:34,Dinner,NS,"[('Pasta', 10), ('Fish&Chips', 8)]",555.0,-37.80626,144.9593691,0,7.646,15.4801175
ORDY05200,2018-10-25,17:48:10,Dinner,TP,"[('Shrimp', 1), ('Pasta', 4), ('Fish&Chips', 9)]",479.0,-37.8204902,144.9661112,0,7.414,12.4006838
ORDZ10771,2018-05-08,12:13:31,Lunch,NS,"[('Chicken', 3), ('Steak', 1), ('Fries', 6), ('Burger', 8), ('Salad', 8)]",598.6,-37.801189,144.9697813,0,6.177,11.7102423
ORDY02463,2018-05-10,12:13:31,Lunch,TP,"[('Fries', 10), ('Steak', 2), ('Chicken', 2)]",274.0,-37.8250262,144.9422508,0,9.383,12.5882379
ORDZ03483,2018-04-16,11:22:49,Breakfast,NS,"[('Pancake', 8), ('Coffee', 6)]",239.0,-37.8135706,144.9573567,0,8.268,13.4698597
ORDB07452,2018-12-17,19:39:43,Dinner,TP,"[('Salmon', 1), ('Fish&Chips', 10), ('Pasta', 4)]",501.0,-37.8064033,144.9554734,0,9.296,13.0155762
ORDY04235,2018-07-19,14:35:29,Lunch,TP,"[('Fries', 1), ('Burger', 2)]",74.0,-37.8223814,144.9681832,0,7.88,11.1124906
ORDB02364,2018-06-02,12:54:05,Lunch,TP,"[('Fries', 3), ('Steak', 9), ('Salad', 10), ('Chicken', 2), ('Burger', 2)]",739.0,-37.8001819,144.9289411,0,11.547,15.8636792
ORDJ09515,2018-07-09,14:15:12,Lunch,TP,"[('Fries', 2), ('Salad', 7), ('Steak', 2)]",234.4,-37.8151374,144.9403387,0,10.096,13.0310281
ORDB09767,2018-06-11,13:14:21,Lunch,TP,"[('Burger', 8), ('Salad', 4)]",316.8,-37.8240667,144.9436291,0,9.169,12.465088
ORDC10855,2018-07-14,14:25:21,Lunch,NS,"[('Steak', 4), ('Burger', 5), ('Chicken', 8), ('Fries', 9), ('Salad', 1)]",716.2,-37.8174025,145.0044285,0,10.447,18.5928291
ORDJ01806,2018-06-14,13:24:30,Lunch,TP,"[('Chicken', 3), ('Burger', 4)]",220.0,-37.8198,144.9810292,0,8.852,17.61755745
ORDC04504,2018-04-11,11:12:40,Breakfast,NS,"[('Eggs', 1), ('Coffee', 4), ('Cereal', 1), ('Pancake', 2)]",121.5,-37.8241357,144.9558667,0,10.234,15.2628678
ORDY04389,2018-07-30,14:55:46,Lunch,TP,"[('Steak', 4), ('Burger', 10), ('Salad', 8)]",627.6,-37.8046743,144.9931465,0,10.977,13.72489
ORDX07655,2018-04-13,11:22:49,Breakfast,BK,"[('Coffee', 2), ('Pancake', 1), ('Eggs', 3)]",105.25,-37.8014708,144.947374,0,9.089,13.711196
ORDI08018,2018-06-21,13:34:38,Lunch,NS,"[('Salad', 4), ('Fries', 3), ('Steak', 4), ('Chicken', 4)]",412.8,-37.8213537,144.9525075,0,9.572,14.7664689
ORDC02760,2018-10-11,17:17:44,Dinner,NS,"[('Shrimp', 5), ('Pasta', 9), ('Fish&Chips', 7), ('Salmon', 4)]",926.5,-37.8120838,144.9530679,0,8.463,14.064327
ORDX06190,2018-07-20,14:35:29,Lunch,BK,"[('Steak', 9), ('Fries', 5), ('Burger', 7), ('Chicken', 10), ('Salad', 8)]",1139.6,-37.7992493,144.9734157,0,7.467,13.2119968
ORDK05032,2018-04-09,11:12:40,Breakfast,BK,"[('Coffee', 6), ('Cereal', 2), ('Eggs', 4)]",175.0,-37.8238541,144.9793442,0,7.46,12.2804377
ORDB08164,2018-01-21,08:40:33,Breakfast,TP,"[('Cereal', 5), ('Eggs', 9), ('Coffee', 5), ('Pancake', 2)]",389.0,-37.8150344,144.9641152,0,7.934,12.3046218
ORDJ09092,2018-09-13,16:27:02,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 7), ('Pasta', 4), ('Salmon', 10)]",927.0,-37.8038502,144.9579718,0,9.73,13.7830689
ORDY10760,2018-01-11,08:20:16,Breakfast,TP,"[('Coffee', 8), ('Pancake', 7), ('Eggs', 7)]",383.75,-37.816397,144.9839588,1,9.254,6.1094904
ORDY05519,2018-07-30,14:55:46,Lunch,TP,"[('Chicken', 3), ('Steak', 1), ('Salad', 10)]",313.0,-37.8010284,144.97023,0,9.923,13.6690675
ORDI09006,2018-05-12,12:13:31,Lunch,NS,"[('Chicken', 4), ('Steak', 10), ('Fries', 6)]",650.0,-37.8023249,144.9622158,0,7.014,14.3925755
ORDX01081,2018-12-05,19:09:17,Dinner,BK,"[('Pasta', 9), ('Shrimp', 2), ('Fish&Chips', 6)]",565.5,-37.8212301,144.9838718,0,6.517,13.5975871
ORDX05767,2018-01-08,08:10:08,Breakfast,BK,"[('Pancake', 8), ('Cereal', 8)]",362.0,-37.8086573,145.0058791,1,3.902,4.4815727
ORDJ02751,2018-05-30,12:54:05,Lunch,TP,"[('Burger', 8), ('Fries', 4), ('Salad', 9), ('Steak', 4), ('Chicken', 1)]",662.8,-37.8171161,144.9527937,0,8.664,11.9905345
ORDB06101,2018-04-11,11:12:40,Breakfast,TP,"[('Cereal', 1), ('Coffee', 10)]",96.0,-37.8054558,144.9440242,0,10.162,12.6744177
ORDB01030,2018-12-20,19:39:43,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 9), ('Pasta', 8), ('Salmon', 10)]",1151.0,-37.8141705,144.9595405,0,8.403,12.8728449
ORDC04429,2018-01-23,08:40:33,Breakfast,NS,"[('Eggs', 4), ('Coffee', 5), ('Cereal', 5), ('Pancake', 6)]",376.0,-37.8175844,144.9631764,0,8.52,13.5847894
ORDC04095,2018-05-25,12:43:56,Lunch,NS,"[('Salad', 6), ('Burger', 5), ('Fries', 5), ('Steak', 4), ('Chicken', 6)]",690.2,-37.8082703,144.9535925,0,4.793,10.3031197
ORDJ04570,2018-11-22,18:49:00,Dinner,TP,"[('Salmon', 5), ('Fish&Chips', 2), ('Shrimp', 6), ('Pasta', 5)]",736.5,-37.8070268,144.9709796,0,9.359,13.4869365
ORDZ08684,2018-01-18,08:30:25,Breakfast,NS,"[('Coffee', 8), ('Eggs', 3), ('Pancake', 6)]",271.5,-37.8227216,144.9372467,1,10.617,8.0851575
ORDX06350,2018-01-06,08:10:08,Breakfast,BK,"[('Eggs', 7), ('Coffee', 7), ('Cereal', 8)]",374.5,-37.8134217,144.9370569,1,10.068,8.7594529
ORDC04552,2018-08-19,15:36:20,Lunch,NS,"[('Salad', 5), ('Chicken', 3)]",182.0,-37.8148335,144.9615509,0,8.254,16.1802257
ORDK03780,2018-08-21,15:36:20,Lunch,BK,"[('Fries', 1), ('Steak', 9)]",417.0,-37.8238344,144.9907869,0,6.159,12.1152292
ORDI03493,2018-11-15,18:28:43,Dinner,NS,"[('Fish&Chips', 9), ('Salmon', 3), ('Pasta', 6), ('Shrimp', 6)]",927.0,-37.8070811,144.9449001,0,9.093,15.3214576
ORDB06438,2018-08-28,15:56:37,Lunch,TP,"[('Fries', 5), ('Salad', 5), ('Steak', 7), ('Chicken', 1), ('Burger', 1)]",524.0,-37.8108548,144.9635092,0,8.452,11.4695363
ORDJ03808,2018-12-22,19:49:51,Dinner,TP,"[('Fish&Chips', 4), ('Shrimp', 6)]",464.0,-37.8070723,144.9411776,0,10.213,15.7541824
ORDC08393,2018-10-25,17:48:10,Dinner,NS,"[('Pasta', 9), ('Shrimp', 5)]",517.5,-37.8201236,144.9659657,0,8.84,14.7076035
ORDY02590,2018-10-26,17:48:10,Dinner,TP,"[('Salmon', 6), ('Fish&Chips', 1), ('Pasta', 5), ('Shrimp', 7)]",796.5,-37.8205013,144.9656908,0,7.421,11.9021744
ORDX10540,2018-04-21,11:32:57,Breakfast,BK,"[('Coffee', 7), ('Pancake', 8), ('Eggs', 2)]",290.5,-37.8188951,144.9531288,0,8.813,16.4277144
ORDB00070,2018-07-28,14:55:46,Lunch,TP,"[('Burger', 9), ('Salad', 3)]",330.6,-37.8237043,144.9825536,0,8.651,13.9151335
ORDJ01358,2018-02-15,09:31:16,Breakfast,TP,"[('Coffee', 8), ('Pancake', 7), ('Eggs', 6), ('Cereal', 10)]",571.75,-37.7963053,144.9400168,0,11.203,13.026885
ORDX06997,2018-03-27,10:42:15,Breakfast,BK,"[('Eggs', 8), ('Pancake', 10), ('Coffee', 6), ('Cereal', 9)]",652.5,-37.8032916,144.9630242,0,7.781,12.6909704
ORDA03780,2018-10-05,17:07:36,Dinner,BK,"[('Shrimp', 5), ('Pasta', 4), ('Fish&Chips', 5)]",555.0,-37.8081671,144.9558662,0,8.148,14.4160581
ORDX00383,2018-08-10,15:16:03,Lunch,BK,"[('Burger', 5), ('Steak', 3), ('Chicken', 6), ('Salad', 6), ('Fries', 6)]",657.2,-37.8270458,144.9616049,0,9.053,14.6743451
ORDY02771,2018-01-03,08:00:00,Breakfast,TP,"[('Cereal', 2), ('Pancake', 7), ('Eggs', 5)]",321.75,-37.7998201,145.0147972,1,13.515,8.1158905
ORDC02885,2018-07-20,14:35:29,Lunch,NS,"[('Fries', 1), ('Chicken', 4), ('Steak', 10), ('Salad', 4)]",658.8,-37.7990204,144.9739414,0,6.466,12.1589399
ORDB06357,2018-03-26,10:42:15,Breakfast,TP,"[('Pancake', 10), ('Coffee', 1), ('Eggs', 9)]",448.0,-37.805583,144.9490278,0,9.672,12.2588001
ORDI06088,2018-01-18,08:30:25,Breakfast,NS,"[('Cereal', 6), ('Pancake', 7)]",295.75,-37.8120044,145.015264,1,11.146,7.7834739
ORDB02293,2018-06-28,13:54:55,Lunch,TP,"[('Fries', 1), ('Steak', 9), ('Burger', 8)]",665.0,-37.8130716,144.9599792,0,8.436,12.1470255
ORDC01222,2018-10-20,17:38:01,Dinner,NS,"[('Shrimp', 7), ('Salmon', 1), ('Pasta', 1)]",446.5,-37.8214229,144.9692418,0,8.763,8.49150815
ORDY08097,2018-01-21,08:30:25,Breakfast,TP,"[('Cereal', 10), ('Coffee', 4), ('Pancake', 1)]",264.25,-37.8002433,144.9716936,0,10.122,14.4594564
ORDI07776,2018-02-23,09:41:24,Breakfast,NS,"[('Cereal', 7), ('Eggs', 1), ('Pancake', 7)]",338.75,-37.8236376,144.9673758,0,9.081,14.3573556
ORDC03086,2018-10-02,17:07:36,Dinner,NS,"[('Salmon', 10), ('Shrimp', 3), ('Pasta', 6)]",737.0,-37.824369,144.9525705,0,9.959,15.6593269
ORDB02089,2018-10-10,17:17:44,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 10), ('Pasta', 8), ('Salmon', 10)]",1205.0,-37.8124822,144.9533468,0,9.024,13.4310576
ORDY05570,2018-11-14,18:28:43,Dinner,TP,"[('Fish&Chips', 7), ('Salmon', 6), ('Shrimp', 5)]",761.0,-37.8006674,144.9629158,0,9.727,13.5740101
ORDJ06217,2018-02-07,09:10:59,Breakfast,TP,"[('Coffee', 7), ('Pancake', 3)]",125.25,-37.8236199,144.9429621,0,9.248,11.9376983
ORDZ10117,2018-07-08,14:15:12,Lunch,NS,"[('Burger', 1), ('Fries', 8), ('Salad', 8), ('Chicken', 6), ('Steak', 3)]",591.6,-37.8000063,144.962762,0,6.818,14.3860439
ORDJ10201,2018-11-04,18:08:27,Dinner,TP,"[('Pasta', 9), ('Fish&Chips', 7)]",492.5,-37.811325,144.9527981,0,9.025,14.5761619
ORDZ06012,2018-12-26,19:49:51,Dinner,NS,"[('Shrimp', 9), ('Fish&Chips', 5), ('Salmon', 4)]",825.0,-37.8117076,144.9564256,0,8.105,14.0007607
ORDA02940,2018-04-01,10:52:23,Breakfast,BK,"[('Cereal', 1), ('Pancake', 6), ('Eggs', 2)]",210.5,-37.8188751,144.9625503,0,7.879,7.8627136
ORDZ03813,2018-02-14,09:21:07,Breakfast,NS,"[('Eggs', 6), ('Coffee', 1), ('Pancake', 8)]",333.5,-37.8257403,144.9816691,0,9.333,14.1721642
ORDB09549,2018-09-04,16:06:45,Dinner,TP,"[('Shrimp', 7), ('Salmon', 7)]",665.0,-37.7991418,144.9522553,0,10.173,14.5918017
ORDJ10995,2018-03-19,10:32:06,Breakfast,TP,"[('Pancake', 10), ('Coffee', 4), ('Eggs', 8), ('Cereal', 9)]",637.5,-37.8176167,144.9708124,0,7.914,10.5338663
ORDZ08264,2018-09-27,16:57:27,Dinner,NS,"[('Shrimp', 2), ('Fish&Chips', 8), ('Salmon', 3), ('Pasta', 10)]",786.0,-37.8234102,144.9782897,0,8.909,15.3006793
ORDX09771,2018-10-17,17:38:01,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 4), ('Salmon', 6)]",602.0,-37.815142,144.9749158,0,6.698,13.1378111
ORDA00972,2018-05-01,11:53:14,Breakfast,BK,"[('Eggs', 2), ('Pancake', 10), ('Cereal', 8)]",454.5,-37.8099634,144.9520213,0,8.595,13.054218
